Engineer,JobDate,JobNumber ,ClientName,SITENAME,Product,Vendor,ServiceType,TimeIN,TimeOUT,JobStatus ,NonClosureReason,Remarks,KMStart,KMEnd,SalesRep,Location,Area / City,NatureOfJob,CostCentre,Day,Actual Hours,School ID - SLP
SHIJO,11-Sep-18,5307,Cash Customer,Cash Customer,L365,EPSON,REPAIR,12:30 PM,03:30 PM,pending,print quality not good - missing nozzles,,,,,,,,,,,
SHIJO,11-Sep-18,5312,Q-Line General Trading,Q-Line General Trading,L382,EPSON,REPAIR,03:30 PM,05:00 PM,pending,not printing properly,,,,,,,,,,,
SHIJO,12-Sep-18,6125,Quality computers,Quality computers,L210,EPSON,REPAIR,08.00 AM,09.00 AM,TESTED,ABNORMAL PRINTING/POROUS AND PRINT HEAD REPLACE,QUOTE SEND,,,,,,,,,,
SHIJO,12-Sep-18,6283,Fahad,Fahad,L800,EPSON,REPAIR,09.00 AM,10.00 AM,TESTED,ABNORMAL PRINTING/POROUS AND PRINT HEAD REPLACE,,,,,,,,,,,
SHIJO,12-Sep-18,6294,Global Logistics,Global Logistics,L565 ,EPSON,REPAIR,10.00AM,11.45AM,TESTED,LINES IN PRINTING/HEAD CLEAN,REPLACE HEAD CLEAN,,,,,,,,,,
SHIJO,12-Sep-18,6293,Al Malak Fruits and Vegetable trading,Al Malak Fruits and Vegetable trading,L382,EPSON,REPAIR,11.45 AM,01.30 PM,TESTED,ABNORMAL PRINTING,REPLACE HEAD CLEAN,,,,,,,,,,
SHIJO,12-Sep-18,6298,Cash Customer,Cash Customer,L365,EPSON,REPAIR,01.30 PM,02.30 PM,TESTED,ABNORMAL PRINTING,REPLACE PRINT HEAD,STOCK TO CHECK,,,,,,,,,
SHIJO,12-Sep-18,17043,Supreme Impex General Trading,Supreme Impex General Trading,L3050,EPSON,REPAIR,02.30 PM,03.40 PM,TESTED,ABNORMAL PRINTING,PRINT HEAD TO REPLACE,WAITNG PARS,,,,,,,,,
SHIJO,12-Sep-18,17233,Al Shasha Computer LLC,Al Shasha Computer LLC,L382,EPSON,REPAIR,03:40 PM,5:00PM,FINISH,,,,,,,,,,,,
SHIJO,13-Sep-18,17323,Advance Technology & Poer Industry,Advance Technology & Poer Industry,L805,EPSON,REPAIR,08.00 AM,09.00AM,,"All lights are blinking, ASF UNIT CHECK AND INK s UNIT",,,,,,,,,,,
SHIJO,13-Sep-18,17327,BLW/INVCENT SERVICES,BLW/INVCENT SERVICES,L850,EPSON,REPAIR,09:00 AM,10:30 AM,PENDING,print on CD it was rejecting once they give,,,,,,,,,,,
SHIJO,13-Sep-18,6356,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,10:30 AM,12:30 PM,Pending,head cable damage,,,,,,,,,,,
SHIJO,13-Sep-18,5898,Presto  Businessmen Services ,Presto  Businessmen Services ,SC2000,EPSON,REPAIR,12:30 PM,03:30 PM,pending,"showing error "" Reset Stamp""",,,,,,,,,,,
SHIJO,13-Sep-18,5900,Bright Apollo,Bright Apollo,L3050,EPSON,REPAIR,03:30 PM,05:00 PM,ready,not printing color,,,,,,,,,,,
SHIJO,16-Sep-18,5910,Ashoka Electrical,Ashoka Electrical,PTD600,EPSON,REPAIR,08:00 AM,09:10 AM,COMPLETED,not working,,,,,,,,,,,
SHIJO,16-Sep-18,5916,Saood Computers,Saood Computers,LQ2190,EPSON,REPAIR,09:10 AM,10:10 AM,COMPLETED,paper jam (paper 1+2),,,,,,,,,,,
SHIJO,16-Sep-18,5927,cash customer - KBR Me,cash customer - KBR Me,L386,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,paper jam ,,,,,,,,,,,
SHIJO,16-Sep-18,17331,KRISH TEXTILES LLC,KRISH TEXTILES LLC,L3050,EPSON,REPAIR,11:15 AM,12:30 PM,Completed,All colours are not properly printing - do the service clean (head clean),,,,,,,,,,,
SHIJO,16-Sep-18,17333,DESERT GATE,DESERT GATE,L805,EPSON,REPAIR,12:30 PM,1:45pm,pending,All lights blingking-ink supply unit/asf/main board,,,,,,,,,,,
SHIJO,16-Sep-18,17334,GOLDENRAYS ELECTR MECHANICAL,GOLDENRAYS ELECTR MECHANICAL,L1300,EPSON,REPAIR,02:15 PM,3:00pm,check,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,16-Sep-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,03:00 PM,04:00 PM,pending,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,16-Sep-18,5941,Saood Computers,Saood Computers,LQ2190,EPSON,REPAIR,04:00 PM,05:00 PM,pending,lines on the print out at the bottom & sometimes charactes overlapping,,,,,,,,,,,
SHIJO,17-Sep-18,17022,AUH,"NIAZ, AUH",D600,BROTHER,REPAIR,08.45 AM,10.00 AM,TESTED,FIRMWARE UPDATE,FINISH,,,,,,,,,,
SHIJO,17-Sep-18,16536,Switch Made,Switch Made,L1800,EPSON,REPAIR,10.00 AM,11.00AM,TESTED,PARTS CHANGED,FINISH,,,,,,,,,,
SHIJO,17-Sep-18,17195,POORNA,Salmon Farm,QL720,BROTHER,REPAIR,11.00AM,11.45 AM,TESTED,PARTS ORDERED,QUOTE APPROVED,,,,,,,,,,
SHIJO,17-Sep-18,17226,"Joseph Decorative Glass, Rashidiya","Joseph Decorative Glass, Rashidiya",LQ350,EPSON,REPAIR,11.45 AM,01.00PM,TESTED,PARTS ORDERD/27/8/18,,,,,,,,,,,
SHIJO,17-Sep-18,17147,Express Computer,Express Computer,LQ 690,EPSON,REPAIR,01.00PM,02.30PM,TESTED,,FINISH,,,,,,,,,,
SHIJO,17-Sep-18,17201,Bee Sweet,Bee Sweet,L355,EPSON,REPAIR,02.30PM,03.20PM,TESTED,PARTS ORDERED/27/8/18,,,,,,,,,,,
SHIJO,17-Sep-18,17181,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,03.20PM,05.00PM,TESTED,PARTS ORDERD/27/8/18,,,,,,,,,,,
SHIJO,18-Sep-18,17349,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,08.00 AM,09.00AM,completed,abnormal printing and wifi issue/16921(paper jam),,,,,,,,,,,
SHIJO,18-Sep-18,17350,global Logistics,global Logistics,L565,EPSON,REPAIR,09:00 AM,10:30 AM,Completed,foreing object,,,,,,,,,,,
SHIJO,18-Sep-18,17193,Armur Welding,Armur Welding,LQ350,EPSON,REPAIR,10:30 AM,12:30 PM,Pending,,,,,,,,,,,,
SHIJO,18-Sep-18,6243,Hazim Building Congtracting,Hazim Building Congtracting, L1800,EPSON,REPAIR,12:30 PM,03:30 PM,ABNORMAL PRINTING,CLEAN THE PRINT HEAD,ADJACMENT PROGRAM,,,,,,,,,,
SHIJO,18-Sep-18,17327,BLW/INVCENT SERVICES,BLW/INVCENT SERVICES,L850,EPSON,REPAIR,03:30 PM,05:00 PM,PENDING,print on CD it was rejecting once they give,,,,,,,,,,,
SHIJO,19-Sep-18,17119,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,8:00AM,9:20AM,pending,paper jam,waiting parts,,,,,,,,,,
SHIJO,19-Sep-18,5515,Cash customer,Cash customer,L355,EPSON,REPAIR,09:20 AM,10:30AM,completed,paper jam error,,,,,,,,,,,
SHIJO,19-Sep-18,5523,Cash customer,Cash customer,L386,EPSON,REPAIR,10:30 AM,12:30 PM,completed,paper jam,,,,,,,,,,,
SHIJO,19-Sep-18,5561,Blue Bell Computers,Blue Bell Computers,L382,EPSON,REPAIR,12:30 PM,02:30 PM,completed,head side cover missing,,,,,,,,,,,
SHIJO,19-Sep-18,5562,Cash Customer -Elegant ,Cash Customer -Elegant ,L382,EPSON,REPAIR,02:30 PM,05:00 PM,completed,ink pad error,,,,,,,,,,,
SHIJO,20-Sep-18,6125,Quality computers,Quality computers,L210,EPSON,REPAIR,08.00 AM,09.00 AM,TESTED,ABNORMAL PRINTING/POROUS AND PRINT HEAD REPLACE,QUOTE SEND,,,,,,,,,,
SHIJO,20-Sep-18,6283,Fahad,Fahad,L800,EPSON,REPAIR,09.00 AM,10.00 AM,TESTED,ABNORMAL PRINTING/POROUS AND PRINT HEAD REPLACE,,,,,,,,,,,
SHIJO,20-Sep-18,6294,Global Logistics,Global Logistics,L565 ,EPSON,REPAIR,10.00AM,11.45AM,TESTED,LINES IN PRINTING/HEAD CLEAN,REPLACE HEAD CLEAN,,,,,,,,,,
SHIJO,20-Sep-18,6293,Al Malak Fruits and Vegetable trading,Al Malak Fruits and Vegetable trading,L382,EPSON,REPAIR,11.45 AM,01.30 PM,TESTED,ABNORMAL PRINTING,REPLACE HEAD CLEAN,,,,,,,,,,
SHIJO,20-Sep-18,6298,Cash Customer,Cash Customer,L365,EPSON,REPAIR,01.30 PM,02.30 PM,TESTED,ABNORMAL PRINTING,REPLACE PRINT HEAD,,,,,,,,,,
SHIJO,20-Sep-18,17043,Supreme Impex General Trading,Supreme Impex General Trading,L3050,EPSON,REPAIR,02.30 PM,03.40 PM,TESTED,ABNORMAL PRINTING,PRINT HEAD TO REPLACE,,,,,,,,,,
SHIJO,20-Sep-18,17233,Al Shasha Computer LLC,Al Shasha Computer LLC,L382,EPSON,REPAIR,03:40 PM,5:00PM,FINISH,,,,,,,,,,,,
SHIJO,23-Sep-18,6125,Quality computers,Quality computers,L210,EPSON,REPAIR,08.00 AM,09.00 AM,TESTED,ABNORMAL PRINTING/POROUS AND PRINT HEAD REPLACE,QUOTE SEND,,,,,,,,,,
SHIJO,23-Sep-18,6283,Fahad,Fahad,L800,EPSON,REPAIR,09.00 AM,10.00 AM,TESTED,ABNORMAL PRINTING/POROUS AND PRINT HEAD REPLACE,,,,,,,,,,,
SHIJO,23-Sep-18,6294,Global Logistics,Global Logistics,L565 ,EPSON,REPAIR,10.00AM,11.45AM,TESTED,LINES IN PRINTING/HEAD CLEAN,REPLACE HEAD CLEAN,,,,,,,,,,
SHIJO,23-Sep-18,6293,Al Malak Fruits and Vegetable trading,Al Malak Fruits and Vegetable trading,L382,EPSON,REPAIR,11.45 AM,01.30 PM,TESTED,ABNORMAL PRINTING,REPLACE HEAD CLEAN,,,,,,,,,,
SHIJO,23-Sep-18,6298,Cash Customer,Cash Customer,L365,EPSON,REPAIR,01.30 PM,02.30 PM,TESTED,ABNORMAL PRINTING,REPLACE PRINT HEAD,,,,,,,,,,
SHIJO,23-Sep-18,17043,Supreme Impex General Trading,Supreme Impex General Trading,L3050,EPSON,REPAIR,02.30 PM,03.40 PM,TESTED,ABNORMAL PRINTING,PRINT HEAD TO REPLACE,,,,,,,,,,
SHIJO,23-Sep-18,17233,Al Shasha Computer LLC,Al Shasha Computer LLC,L382,EPSON,REPAIR,03:40 PM,5:00PM,FINISH,,,,,,,,,,,,
SHIJO,24-Sep-18,6356,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,08:00 AM,09:10 AM,Pending,head cable damage,,,,,,,,,,,
SHIJO,24-Sep-18,5898,Presto  Businessmen Services ,Presto  Businessmen Services ,SC2000,BROTHER,REPAIR,09:10 AM,10:10 AM,pending,"showing error "" Reset Stamp""",,,,,,,,,,,
SHIJO,24-Sep-18,5900,Bright Apollo,Bright Apollo,L3050,EPSON,REPAIR,10:10 AM,11:15 AM,ready,not printing color,,,,,,,,,,,
SHIJO,24-Sep-18,5910,Ashoka Electrical,Ashoka Electrical,PTD600,BROTHER,REPAIR,11:15 AM,12:30 PM,COMPLETED,not working,,,,,,,,,,,
SHIJO,24-Sep-18,5916,Saood Computers,Saood Computers,LQ2190,EPSON,REPAIR,12:30 PM,1:45pm,COMPLETED,paper jam (paper 1+2),,,,,,,,,,,
SHIJO,24-Sep-18,5927,cash customer - KBR Me,cash customer - KBR Me,L386,EPSON,REPAIR,02:15 PM,3:00pm,COMPLETED,paper jam ,,,,,,,,,,,
SHIJO,24-Sep-18,5937,Music Art,Music Art,L355,EPSON,REPAIR,03:00 PM,04:00 PM,Returned,Not working … Ink lights are continous blinking,,,,,,,,,,,
SHIJO,24-Sep-18,5941,Saood Computers,Saood Computers,LQ2190,EPSON,REPAIR,04:00 PM,05:00 PM,pending,lines on the print out at the bottom & sometimes charactes overlapping,,,,,,,,,,,
SHIJO,25-Sep-18,17375,KATH STUBBS,KATH STUBBS,PT-D600,EPSON,REPAIR,08:00 AM,10:00 AM,completed-E76039K7Z1F5905 ALMOE DEMO,not working/replaced-E76039K7Z185999,,,,,,,,,,,
SHIJO,25-Sep-18,6569,CASH CUSTOMOER,CASH CUSTOMOER,L355,EPSON,REPAIR,10:00 AM,11:00 AM,Completed/inf 26 sep 18,not working/replaced-E76039K7Z185999,,,,,,,,,,,
SHIJO,25-Sep-18,5036,CASH CUSTOMER,CASH CUSTOMER,L365,EPSON,REPAIR,11:00 AM,01:00 PM,completed,printing problem,,,,,,,,,,,
SHIJO,25-Sep-18,5037,Far East Hardware,Far East Hardware,LQ350,EPSON,REPAIR,01:00 PM,03:00 PM,completed,printing problem,,,,,,,,,,,
SHIJO,25-Sep-18,5038,Nishad Tourism,Nishad Tourism,L386,EPSON,REPAIR,03:00 PM,05:00 PM,completed,printing problem,,,,,,,,,,,
SHIJO,26-Sep-18,17383,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,08:00 AM,10:00am,Pending,Need to head clean,,,,,,,,,,,
SHIJO,26-Sep-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,10:00am,12:30 PM,completed,not working,,,,,,,,,,,
SHIJO,26-Sep-18,5561,Blue Bell Computers,Blue Bell Computers,L382,EPSON,REPAIR,12:30 PM,02:30 PM,completed,head side cover missing,,,,,,,,,,,
SHIJO,26-Sep-18,5562,Cash Customer -Elegant ,Cash Customer -Elegant ,L382,EPSON,REPAIR,02:30 PM,05:00 PM,completed,ink pad error,,,,,,,,,,,
SHIJO,27-Sep-18,17334,MIDHUN,MIDHUN,L1300,EPSON,REPAIR,08:00 AM,10:00 AM,PRINT HEAD,NOZZLE MISSING/TRAYPOROUSPAD,,,,,,,,,,,
SHIJO,27-Sep-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,10:00 AM,11:00 AM,,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,27-Sep-18,17349,VIJAY,VIJAY,L3050,EPSON,REPAIR,11:00 AM,01:00 PM,completed,,,,,,,,,,,,
SHIJO,27-Sep-18,17357,NIAZ,NIAZ,PT 550,BROTHER,REPAIR,01:00 PM,03:00 PM,BATTERY ISSUE,ORDER PARTS,,,,,,,,,,,
SHIJO,27-Sep-18,6283,Fahad,Fahad,L800,EPSON,REPAIR,03:00 PM,05:00 PM,,,,,,,,,,,,,
SHIJO,30-Sep-18,17350,Global Logistics,Global Logistics,L565,EPSON,REPAIR,08:00 AM,09:10 AM,abnormal printing and wifi issue/16921(paper jam),completed,,,,,,,,,,,
SHIJO,30-Sep-18,17375,KATH STUBBS,KATH STUBBS,PT-D600,EPSON,REPAIR,09:10 AM,10:10 AM,completed-E76039K7Z1F5905 ALMOE DEMO,not working/replaced-E76039K7Z185999,,,,,,,,,,,
SHIJO,30-Sep-18,17396,MIDHUN,MIDHUN,L1300,EPSON,REPAIR,10:10 AM,11:15 AM,completed,NOZZLE MISSING,,,,,,,,,,,
SHIJO,30-Sep-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,11:15 AM,12:30 PM,,,,,,,,,,,,,
SHIJO,30-Sep-18,17403,Daneel,Daneel,L382,EPSON,REPAIR,12:30 PM,1:45pm,completed,HEAD ISSUE,,,,,,,,,,,
SHIJO,30-Sep-18,6608,Daneel,Daneel,L382,EPSON,REPAIR,02:15 PM,3:00pm,Abnormal printing,,,,,,,,,,,,
SHIJO,30-Sep-18,17377,CASH CUSTOMOER,CASH CUSTOMOER,L355,EPSON,REPAIR,03:00 PM,05:00 PM,Completed/inf 26 sep 18,"TRAY POROUS PAD ISSUE, CUST. WANTS TO REPLACE",,,,,,,,,,,
SHIJO,01-Oct-18,17383,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,08:00 AM,09:10 AM,Pending,Need to head clean,,,,,,,,,,,
SHIJO,01-Oct-18,17408,IT KING LLC,IT KING LLC,L382,EPSON,REPAIR,09:10 AM,10:10 AM,CANCELLED/COLLECTED,new machine print not coming/fake docs produced/Returned without repair,,,,,,,,,,,
SHIJO,01-Oct-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,not working,,,,,,,,,,,
SHIJO,01-Oct-18,17392,Ismail Jebrini,Ismail Jebrini,EB-S05,EPSON,REPAIR,11:15 AM,12:30 PM,completed,,,,,,,,,,,,
SHIJO,01-Oct-18,17396,GOLDENRAYS ELECTR MECHANICAL,GOLDENRAYS ELECTR MECHANICAL,,EPSON,REPAIR,12:30 PM,1:45pm,Completed,,,,,,,,,,,,
SHIJO,01-Oct-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,02:15 PM,05:00 PM,Pending,NEED DETAIL CHECK/NOZZLE MISSING BLOCK,,,,,,,,,,,
SHIJO,02-Oct-18,17233,Al Shasha Computer LLC,Al Shasha Computer LLC,L382,EPSON,REPAIR,08:00 AM,09:10 AM,FINISH,,,,,,,,,,,,
SHIJO,02-Oct-18,6356,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,09:10 AM,10:10 AM,Pending,head cable damage,,,,,,,,,,,
SHIJO,02-Oct-18,5898,Presto  Businessmen Services ,Presto  Businessmen Services ,SC2000,BROTHER,REPAIR,10:10 AM,11:15 AM,pending,"showing error "" Reset Stamp""",,,,,,,,,,,
SHIJO,02-Oct-18,17383,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,11:15 AM,12:30 PM,Pending,Need to head clean,,,,,,,,,,,
SHIJO,02-Oct-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,12:30 PM,1:45pm,,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,02-Oct-18,17195,POORNA,Salmon Farm,QL720,BROTHER,REPAIR,02:15 PM,3:00pm,TESTED,PARTS ORDERED,QUOTE APPROVED,,,,,,,,,,
SHIJO,02-Oct-18,17226,"Joseph Decorative Glass, Rashidiya","Joseph Decorative Glass, Rashidiya",LQ350,EPSON,REPAIR,03:00 PM,04:00 PM,TESTED,PARTS ORDERD/27/8/18,,,,,,,,,,,
SHIJO,02-Oct-18,17147,Express Computer,Express Computer,LQ 690,EPSON,REPAIR,04:00 PM,05:00 PM,TESTED,,FINISH,,,,,,,,,,
SHIJO,03-Oct-18,17201,Bee Sweet,Bee Sweet,L355,EPSON,REPAIR,08:00 AM,09:10 AM,TESTED,PARTS ORDERED/27/8/18,,,,,,,,,,,
SHIJO,03-Oct-18,17181,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,09:10 AM,10:10 AM,TESTED,PARTS ORDERD/27/8/18,,,,,,,,,,,
SHIJO,03-Oct-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,10:10 AM,11:15 AM,,,,,,,,,,,,,
SHIJO,03-Oct-18,5185,Cash customer,Cash customer,L365,EPSON,REPAIR,11:15 AM,12:30 PM,cancelled,not printing,,,,,,,,,,,
SHIJO,03-Oct-18,17421,Ahmed Hasan,Ahmed Hasan,L-1800,EPSON,REPAIR,12:30 PM,1:45pm,,,,,,,,,,,,,
SHIJO,03-Oct-18,17423,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,REPAIR,02:15 PM,3:00pm,COMPLETED,cleaned print head and general service,,,,,,,,,,,
SHIJO,03-Oct-18,17119,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,03:00 PM,5:00PM,pending,paper jam,waiting parts,,,,,,,,,,
SHIJO,04-Oct-18,5515,Cash customer,Cash customer,L355,EPSON,REPAIR,08:00 AM,09:10 AM,completed,paper jam error,,,,,,,,,,,
SHIJO,04-Oct-18,5523,Cash customer,Cash customer,L386,EPSON,REPAIR,09:10 AM,10:10 AM,completed,paper jam,,,,,,,,,,,
SHIJO,04-Oct-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:10 AM,11:15 AM,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,04-Oct-18,17119,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,11:15 AM,12:30 PM,pending,paper jam,waiting parts,,,,,,,,,,
SHIJO,04-Oct-18,6608,Daneel,Daneel,L382,EPSON,REPAIR,12:30 PM,1:45pm,Abnormal printing,,,,,,,,,,,,
SHIJO,04-Oct-18,17383,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,02:15 PM,5:00PM,Pending,Need to head clean,,,,,,,,,,,
SHIJO,07-Oct-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,08:00 AM,09:10 AM,completed,not working,,,,,,,,,,,
SHIJO,07-Oct-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,09:10 AM,10:10 AM,,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,07-Oct-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,NOT PRINTING PROPERLY,,,,,,,,,,,
SHIJO,07-Oct-18,5036,CASH CUSTOMER,CASH CUSTOMER,L365,EPSON,REPAIR,11:15 AM,12:30 PM,completed,printing problem,,,,,,,,,,,
SHIJO,07-Oct-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:30 PM,1:45pm,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,07-Oct-18,5037,Far East Hardware,Far East Hardware,LQ350,EPSON,REPAIR,02:15 PM,5:00PM,completed,printing problem,,,,,,,,,,,
SHIJO,08-Oct-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,REPAIR,08:00 AM,09:10 AM,COMPLETED,NOT PRINTING PROPERLY,,,,,,,,,,,
SHIJO,08-Oct-18,17433,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,REPAIR,09:10 AM,10:10 AM,COMPLETED,,,,,,,,,,,,
SHIJO,08-Oct-18,17438,ONLY FRESH VEGETABLES & FRUITS,ONLY FRESH VEGETABLES & FRUITS,LQ-690,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,,,,,,,,,,,,
SHIJO,08-Oct-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,11:15 AM,12:30 PM,waiting parts,,,,,,,,,,,,
SHIJO,08-Oct-18,5185,Cash customer,Cash customer,L365,EPSON,REPAIR,12:30 PM,1:45pm,cancelled,not printing,,,,,,,,,,,
SHIJO,08-Oct-18,17421,Ahmed Hasan,Ahmed Hasan,L-1800,EPSON,REPAIR,02:15 PM,5:00PM,,,,,,,,,,,,,
SHIJO,09-Oct-18,17448,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,L3050,EPSON,REPAIR,08:00 AM,09:10 AM,HEAD TO BE ORDERED,PRINT NOT FIRING,,,,,,,,,,,
SHIJO,09-Oct-18,17408,IT KING LLC,IT KING LLC,L-382,EPSON,REPAIR,09:10 AM,10:10 AM,CANCELLED/COLLECTED,new machine print not coming/fake docs produced/Returned without repair,,,,,,,,,,,
SHIJO,09-Oct-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,not working,,,,,,,,,,,
SHIJO,09-Oct-18,17392,Ismail Jebrini,Ismail Jebrini,L3050,EPSON,REPAIR,11:15 AM,12:30 PM,completed,,,,,,,,,,,,
SHIJO,09-Oct-18,17396,GOLDENRAYS ELECTR MECHANICAL,GOLDENRAYS ELECTR MECHANICAL,L1300,EPSON,REPAIR,12:30 PM,1:45pm,Completed,,,,,,,,,,,,
SHIJO,09-Oct-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,02:15 PM,5:00PM,Pending,NEED DETAIL CHECK/NOZZLE MISSING BLOCK,,,,,,,,,,,
SHIJO,10-Oct-18,17448,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,L3050,EPSON,REPAIR,08:00 AM,11:00AM,main board,,,,,,,,,,,,
SHIJO,10-Oct-18,17404,Daneel/OCM,Daneel/OCM,L382,EPSON,REPAIR,11:00 AM,01:00 PM,print heael,,,,,,,,,,,,
SHIJO,10-Oct-18,16863,Grand PCD Trading,Grand PCD Trading,LQ690,EPSON,REPAIR,01:00 PM,03:00 PM,main board,,,,,,,,,,,,
SHIJO,10-Oct-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ2190,EPSON,REPAIR,03:00 PM,04:00 PM,Part writing,,,,,,,,,,,,
SHIJO,10-Oct-18,17482,Blue king general trading,Blue king general trading,LQ350,EPSON,REPAIR,04:00 PM,05:00 PM,Completed,,,,,,,,,,,,
SHIJO,11-Oct-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,08:00 AM,09:10 AM,completed,not working,,,,,,,,,,,
SHIJO,11-Oct-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,09:10 AM,10:10 AM,waiting pasrTS,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,11-Oct-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,NOT PRINTING PROPERLY,,,,,,,,,,,
SHIJO,11-Oct-18,5036,CASH CUSTOMER,CASH CUSTOMER,L365,EPSON,REPAIR,11:15 AM,12:30 PM,completed,printing problem,,,,,,,,,,,
SHIJO,11-Oct-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:30 PM,1:45pm,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,11-Oct-18,5037,Far East Hardware,Far East Hardware,LQ350,EPSON,REPAIR,02:15 PM,5:00PM,completed,printing problem,,,,,,,,,,,
SHIJO,14-Oct-18,17468,cash customer,cash customer,L-565 ,EPSON,REPAIR,08:00 AM,09:10 PM,completed to be claimed,abnormal printing paper not feeding,,,,,,,,,,,
SHIJO,14-Oct-18,5523,Cash customer,Cash customer,L386,EPSON,REPAIR,09:10 AM,10:10 AM,completed,paper jam,,,,,,,,,,,
SHIJO,14-Oct-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:10 AM,11:15 AM,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,14-Oct-18,17119,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,11:15 AM,12:30 PM,pending,paper jam,,,,,,,,,,,
SHIJO,14-Oct-18,6608,Daneel,Daneel,L382,EPSON,REPAIR,12:30 PM,1:45pm,Abnormal printing,,,,,,,,,,,,
SHIJO,14-Oct-18,17383,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,02:15 PM,5:00PM,Pending,Need to head clean,,,,,,,,,,,
SHIJO,15-Oct-18,17201,Bee Sweet,Bee Sweet,L355,EPSON,REPAIR,08:00 AM,09:10 AM,TESTED,PARTS ORDERED/27/8/18,,,,,,,,,,,
