Engineer,JobDate,JobNumber ,ClientName,SITENAME,Product,Vendor,ServiceType,TimeIN,TimeOUT,JobStatus ,NonClosureReason,Remarks,KMStart,KMEnd,SalesRep,Location,Area / City,NatureOfJob,CostCentre,Day,Actual Hours,School ID - SLP
SHIJO,15-Oct-18,17181,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,09:10 AM,10:10 AM,TESTED,PARTS ORDERD/27/8/18,,,,,,,,,,,
SHIJO,15-Oct-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,10:10 AM,11:15 AM,waiting pasrTS,,,,,,,,,,,,
SHIJO,15-Oct-18,5185,Cash customer,Cash customer,L365,EPSON,REPAIR,11:15 AM,12:30 PM,cancelled,not printing,,,,,,,,,,,
SHIJO,15-Oct-18,17421,Ahmed Hasan,Ahmed Hasan,L-1800,EPSON,REPAIR,12:30 PM,1:45pm,waiting pasrTS,,,,,,,,,,,,
SHIJO,15-Oct-18,17423,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,REPAIR,02:15 PM,3:00pm,COMPLETED,cleaned print head and general service,,,,,,,,,,,
SHIJO,15-Oct-18,17119,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,03:00 PM,5:00PM,pending,paper jam,,,,,,,,,,,
SHIJO,16-Oct-18,17482,Blue king general trading,Blue king general trading,LQ-350,EPSON,REPAIR,8:00AM,09:10 AM,Pending,Normal service,,,,,,,,,,,
SHIJO,16-Oct-18,5523,Cash customer,Cash customer,L386,EPSON,REPAIR,09:10 AM,10:10 AM,completed,paper jam,,,,,,,,,,,
SHIJO,16-Oct-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:10 AM,11:15 AM,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,16-Oct-18,17119,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,11:15 AM,12:30 PM,pending,paper jam,,,,,,,,,,,
SHIJO,16-Oct-18,6608,Daneel,Daneel,L382,EPSON,REPAIR,12:30 PM,1:45pm,Abnormal printing,,,,,,,,,,,,
SHIJO,16-Oct-18,17383,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,02:15 PM,5:00PM,Pending,Need to head clean,,,,,,,,,,,
SHIJO,17-Oct-18,17495,Danfoss fzco,Danfoss fzco,L-3060,EPSON,REPAIR,08:00 AM,10:00 AM,testing,abnormal testing,,,,,,,,,,,
SHIJO,17-Oct-18,6569,CASH CUSTOMOER,CASH CUSTOMOER,L355,EPSON,REPAIR,10:00 AM,11:00 AM,Completed/inf 26 sep 18,not working/replaced-E76039K7Z185999,,,,,,,,,,,
SHIJO,17-Oct-18,5036,CASH CUSTOMER,CASH CUSTOMER,L365,EPSON,REPAIR,11:00 AM,01:00 PM,completed,printing problem,,,,,,,,,,,
SHIJO,17-Oct-18,5037,Far East Hardware,Far East Hardware,LQ350,EPSON,REPAIR,01:00 PM,03:00 PM,completed,printing problem,,,,,,,,,,,
SHIJO,17-Oct-18,5038,Nishad Tourism,Nishad Tourism,L386,EPSON,REPAIR,03:00 PM,05:00 PM,completed,printing problem,,,,,,,,,,,
SHIJO,18-Oct-18,17498,Dar Al Taqa Technical Contracting LLC,Dar Al Taqa Technical Contracting LLC,L220,EPSON,REPAIR,08:00 AM,9:20AM,waiting pasrTS,ink pad issue,,,,,,,,,,,
SHIJO,18-Oct-18,5515,Cash customer,Cash customer,L355,EPSON,REPAIR,09:20 AM,10:30AM,completed,paper jam error,,,,,,,,,,,
SHIJO,18-Oct-18,5523,Cash customer,Cash customer,L386,EPSON,REPAIR,10:30 AM,12:30 PM,completed,paper jam,,,,,,,,,,,
SHIJO,18-Oct-18,5561,Blue Bell Computers,Blue Bell Computers,L382,EPSON,REPAIR,12:30 PM,02:30 PM,completed,head side cover missing,,,,,,,,,,,
SHIJO,18-Oct-18,5562,Cash Customer -Elegant ,Cash Customer -Elegant ,L382,EPSON,REPAIR,02:30 PM,05:00 PM,completed,ink pad error,,,,,,,,,,,
SHIJO,19-Oct-18,,GITEX EXPO,GITEX EXPO,,,,09.00AM,10:00 AM,,,,,,,,,,,,,
SHIJO,20-Oct-18,,GITEX EXPO,GITEX EXPO,,,,09.00AM,10:00 AM,,,,,,,,,,,,,
SHIJO,21-Oct-18,16222,Saravan,Saravan,L-365,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETED,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,16172,Culligan Middle East FZE,Culligan Middle East FZE,GP-C831,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,16164,Q-Line General Trading,Q-Line General Trading,LX-350,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,16292,Bright Apollo,Bright Apollo,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,16194,Al sahara al arabia,Al sahara al arabia,L805,EPSON,CLAIMING,12:00 PM,1:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,5187,Whitemountin Trdg,Whitemountin Trdg,LQ-350,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,5647,Emirates Snack Foods LLC,Emirates Snack Foods LLC,LQ-2190,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,5667,Lime COMPUTER,Lime COMPUTER,L-382,EPSON,CLAIMING,03:00 PM,04:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,5690,Quality computers,Quality computers,L3050,EPSON,CLAIMING,04:00 PM,05:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,21-Oct-18,5728,Lime COMPUTER,Lime COMPUTER,L-365,EPSON,CLAIMING,05:00 PM,05:30 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,5895,Serdar,Serdar,L-3050,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,5900,Bright Apollo,Bright Apollo,L3050,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,5941,Saood Computers,Saood Computers,LQ-2190,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,6083,Keith Sargeant,Keith Sargeant, L382,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,6066,Kameera Dinush,Kameera Dinush,L386,EPSON,CLAIMING,12:00 PM,1:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,6171,Datacare LLc,Datacare LLc,FX 890II,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,6181,Digital World Technology LLC,Digital World Technology LLC,L386,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,6185,Time Express,Time Express,L-382,EPSON,CLAIMING,03:00 PM,04:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,16897,Kameera Dinush,Kameera Dinush,L386,EPSON,CLAIMING,04:00 PM,05:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,22-Oct-18,6191,SCHWER Fittings Trading LLC,SCHWER Fittings Trading LLC,L3060,EPSON,CLAIMING,05:00 PM,05:30 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6192,Ard Al Ghadeer Trading LLC,Ard Al Ghadeer Trading LLC,LQ-350,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6201,Pioneer Road Construction,Pioneer Road Construction,L3050,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6214,Mex Tech IT Solutions,Mex Tech IT Solutions,LQ-2190,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6217,CBD Accounting & Tax Consultants,CBD Accounting & Tax Consultants,L3050,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6244,Supreme Impex General Trading,Supreme Impex General Trading,L3050,EPSON,CLAIMING,12:00 PM,1:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6239,Village Hypermarket LLC,Village Hypermarket LLC,LQ-350,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6241,AAA Concrete Floors LLC,AAA Concrete Floors LLC,L1455,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6243,Hazim Building Congtracting,Hazim Building Congtracting, L1800,EPSON,CLAIMING,03:00 PM,04:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6263,Eurotek,Eurotek,LQ-350,EPSON,CLAIMING,04:00 PM,05:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6280,IMRAN,IMRAN,LQ2190,EPSON,CLAIMING,05:00 PM,05:30 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,23-Oct-18,6293,Al Malak Fruits and Vegetable trading,Al Malak Fruits and Vegetable trading,L-382,EPSON,CLAIMING,05:30 PM,06:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,6306,Sara Trident Emirates LLC,Sara Trident Emirates LLC,LQ-2190,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,6320,Nova Prints,Nova Prints,LX-350,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,6333,Express Computer,Express Computer,LQ-690,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,17167,TASHEEL RAS AL KHOR,TASHEEL RAS AL KHOR,LQ350,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,6356,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,CLAIMING,12:00 PM,1:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,17193,Armur Welding,Armur Welding,lq350,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,17203,Al Rashidiya computers,Al Rashidiya computers,LQ-2190,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,17234,Al Shasha Computer LLC,Al Shasha Computer LLC,L386,EPSON,CLAIMING,03:00 PM,04:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,17233,Al Shasha Computer LLC,Al Shasha Computer LLC,L386,EPSON,CLAIMING,04:00 PM,05:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,24-Oct-18,17226,"Joseph Decorative Glass, Rashidiya","Joseph Decorative Glass, Rashidiya",LQ350,EPSON,CLAIMING,05:00 PM,05:30 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,6372,BLUE TREE CLINICS,BLUE TREE CLINICS,L850,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,6715,Computer Quest llc,Computer Quest llc,LQ-690 ,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,17520,MICROLESS,MICROLESS,WF-7710,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,5600,Manal / Saad ,Manal / Saad ,L805,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,6685,Mohammed Abdul,Mohammed Abdul,L-565 ,EPSON,CLAIMING,12:00 PM,1:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,6708,Blue king general trading,Blue king general trading,LQ-350,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,25-Oct-18,,GITEX EXPO,GITEX EXPO,,,,02:00 PM,05:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,28-Oct-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-Oct-18,17012,Netsoft Computers LLC,Netsoft Computers LLC,LQ-2190,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-Oct-18,17423,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-Oct-18,17517/6755,Mohammed syed,Mohammed syed,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-Oct-18,17495,Dhanraj b katte,Dhanraj b katte,l-3060,EPSON,REPAIR,12:00 PM,1:00pm,PARTS WAITING,PRINT HEAD,,,,,,,,,,,
SHIJO,28-Oct-18,17433,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-Oct-18,17498,Dar Al Taqa Technical Contracting LLC,Dar Al Taqa Technical Contracting LLC,L220,EPSON,REPAIR,02:00 PM,05:00 PM,PARTS WAITING,"TRAY POROUS PAD ISSUE, CUST. WANTS TO REPLACE",,,,,,,,,,,
SHIJO,29-Oct-18,17529,Golden Neon,Golden Neon,L1300,EPSON,REPAIR,08.00AM,09:00 AM,PARTS WAITING,"TRAY POROUS PAD,PRINT HEAD,ADAPTER",,,,,,,,,,,
SHIJO,29-Oct-18,17530/6776,Emirates Water,Emirates Water,FX 890II,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,29-Oct-18,17238,PROMPT COMPUTERS,PROMPT COMPUTERS,L6190,EPSON,REPAIR,10:00am,11:00 AM,PARTS ORDERED,MAIN BOARD/ENCODER SENSOR,COMPLETED,,,,,,,,,,
SHIJO,29-Oct-18,17334,MIDHUN,MIDHUN,L1300,EPSON,REPAIR,11:00 AM,12:00 PM,TRAY POROUS PAD,UNIT NOT UNDER COVER UAE WARRANTY,COMPLETED,,,,,,,,,,
SHIJO,29-Oct-18,17517,MOHAMMED SYED,MOHAMMED SYED,L365,EPSON,REPAIR,12:00 PM,1:00pm,PRINT HEAD,,COMPLETED,,,,,,,,,,
SHIJO,29-Oct-18,16925,Quality computers,Quality computers,L210,EPSON,REPAIR,01:00 PM,2:00pm,CANCELLED,,COLLECTED,,,,,,,,,,
SHIJO,29-Oct-18,17530,ASHWIN,ASHWIN,FX-890,EPSON,REPAIR,02:00 PM,05:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,30-Oct-18,17403/6607,Cash customer,Cash customer,L355,EPSON,REPAIR,08:00 AM,09:10 AM,completed,paper jam error,,,,,,,,,,,
SHIJO,30-Oct-18,17358,Cash customer,Cash customer,L386,EPSON,REPAIR,09:10 AM,10:10 AM,completed,paper jam,,,,,,,,,,,
SHIJO,30-Oct-18,17423,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:10 AM,11:15 AM,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,30-Oct-18,17353,Nova Prints,Nova Prints,LX 350,EPSON,REPAIR,11:15 AM,12:30 PM,pending,paper jam,,,,,,,,,,,
SHIJO,30-Oct-18,17346,Daneel,Daneel,L382,EPSON,REPAIR,12:30 PM,1:45pm,Abnormal printing,,,,,,,,,,,,
SHIJO,30-Oct-18,17547,CASH CUSTOMOER,CASH CUSTOMOER,L3050,EPSON,REPAIR,02:15 PM,3:30pm,Pending,Need to head clean,,,,,,,,,,,
SHIJO,30-Oct-18,17546,VONE CAR WASH,VONE CAR WASH,L382,EPSON,REPAIR,3:30pm,05:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,31-Oct-18,17333,SHAKOOR EH/DESERT GATE,SHAKOOR EH/DESERT GATE,L805,EPSON,CLAIMING,08:00 AM,09:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,31-Oct-18,17331,BLUE TREE CLINICS,BLUE TREE CLINICS,L850,EPSON,CLAIMING,09:00 AM,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,31-Oct-18,17323,Computer Quest llc,Computer Quest llc,LQ-690 ,EPSON,CLAIMING,10:00 AM,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,31-Oct-18,17250,MICROLESS,MICROLESS,WF-7710,EPSON,CLAIMING,11:00 AM,12:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,31-Oct-18,17271,Manal / Saad ,Manal / Saad ,L805,EPSON,CLAIMING,12:00 PM,01:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,31-Oct-18,17274,Mohammed Abdul,Mohammed Abdul,L-565 ,EPSON,CLAIMING,01:00 PM,02:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,31-Oct-18,17283,Blue king general trading,Blue king general trading,LQ-350,EPSON,CLAIMING,02:00 PM,03:00 PM,CLAIMIMG,,,,,,,,,,,,
SHIJO,31-Oct-18,17282,GITEX EXPO,GITEX EXPO,,EPSON,CLAIMING,03:00 PM,05:00 PM,CLAIMING,,,,,,,,,,,,
SHIJO,31-Oct-18,17247,EVER COOL,EVER COOL,L-3060,EPSON,CLAIMING,08.00AM,09:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,31-Oct-18,17255,Netsoft Computers LLC,Netsoft Computers LLC,LQ-2190,EPSON,CLAIMING,9:00am,10:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,01-Nov-18,6241,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,CLAIMING,10:00am,11:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,01-Nov-18,6243,Mohammed syed,Mohammed syed,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,CLAIMING,,,,,,,,,,,,
SHIJO,01-Nov-18,6263,Dhanraj b katte,Dhanraj b katte,l-3060,EPSON,REPAIR,12:00 PM,1:00pm,PARTS WAITING,,,,,,,,,,,,
SHIJO,01-Nov-18,6280,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,CLAIMING,01:00 PM,2:00pm,CLAIMING,,,,,,,,,,,,
SHIJO,01-Nov-18,6293,Dar Al Taqa Technical Contracting LLC,Dar Al Taqa Technical Contracting LLC,L220,EPSON,REPAIR,02:00 PM,05:00 PM,PARTS WAITING,,,,,,,,,,,,
SHIJO,04-Nov-18,17448,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,L3050,EPSON,REPAIR,08:00 AM,09:10 AM,HEAD TO BE ORDERED,PRINT NOT FIRING,PRINT NOT FIRING,,,,,,,,,,
SHIJO,04-Nov-18,17408,IT KING LLC,IT KING LLC,L-382,EPSON,REPAIR,09:10 AM,10:10 AM,CANCELLED/COLLECTED,new machine print not coming/fake docs produced/Returned without repair,new machine print not coming/fake docs produced/Returned without repair,,,,,,,,,,
SHIJO,04-Nov-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,not working,not working,,,,,,,,,,
SHIJO,04-Nov-18,17392,Ismail Jebrini,Ismail Jebrini,L3050,EPSON,REPAIR,11:15 AM,12:30 PM,completed,,,,,,,,,,,,
SHIJO,04-Nov-18,17396,GOLDENRAYS ELECTR MECHANICAL,GOLDENRAYS ELECTR MECHANICAL,L1300,EPSON,REPAIR,12:30 PM,1:45pm,Completed,,,,,,,,,,,,
SHIJO,04-Nov-18,17398,True Value Computers LLC,True Value Computers LLC,L-365,EPSON,REPAIR,02:15 PM,5:00PM,Pending,NEED DETAIL CHECK/NOZZLE MISSING BLOCK,NEED DETAIL CHECK/NOZZLE MISSING BLOCK,,,,,,,,,,
SHIJO,05-Nov-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,08:00 AM,09:10 AM,completed,not working,,,,,,,,,,,
SHIJO,05-Nov-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,09:10 AM,10:10 AM,,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,05-Nov-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,NOT PRINTING PROPERLY,,,,,,,,,,,
SHIJO,05-Nov-18,5036,CASH CUSTOMER,CASH CUSTOMER,L365,EPSON,REPAIR,11:15 AM,12:30 PM,completed,printing problem,,,,,,,,,,,
SHIJO,05-Nov-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:30 PM,1:45pm,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,05-Nov-18,5037,Far East Hardware,Far East Hardware,LQ350,EPSON,REPAIR,02:15 PM,5:00PM,completed,printing problem,,,,,,,,,,,
SHIJO,06-Nov-18,6356,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,REPAIR,08:00 AM,09:10 AM,Pending,head cable damage,,,,,,,,,,,
SHIJO,06-Nov-18,5898,Presto  Businessmen Services ,Presto  Businessmen Services ,SC2000,BROTHER,REPAIR,09:10 AM,10:10 AM,pending,"showing error "" Reset Stamp""",,,,,,,,,,,
SHIJO,06-Nov-18,5900,Bright Apollo,Bright Apollo,L3050,EPSON,REPAIR,10:10 AM,11:15 AM,ready,not printing color,,,,,,,,,,,
SHIJO,06-Nov-18,5910,Ashoka Electrical,Ashoka Electrical,PTD600,BROTHER,REPAIR,11:15 AM,12:30 PM,COMPLETED,not working,,,,,,,,,,,
SHIJO,06-Nov-18,5916,Saood Computers,Saood Computers,LQ2190,EPSON,REPAIR,12:30 PM,1:45pm,COMPLETED,paper jam (paper 1+2),,,,,,,,,,,
SHIJO,06-Nov-18,5927,cash customer - KBR Me,cash customer - KBR Me,L386,EPSON,REPAIR,02:15 PM,3:00pm,COMPLETED,paper jam ,,,,,,,,,,,
SHIJO,06-Nov-18,5937,Music Art,Music Art,L355,EPSON,REPAIR,03:00 PM,04:00 PM,Returned,Not working … Ink lights are continous blinking,,,,,,,,,,,
SHIJO,06-Nov-18,5941,Saood Computers,Saood Computers,LQ2190,EPSON,REPAIR,04:00 PM,05:00 PM,pending,lines on the print out at the bottom & sometimes charactes overlapping,,,,,,,,,,,
SHIJO,07-Nov-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,07-Nov-18,17012,Netsoft Computers LLC,Netsoft Computers LLC,LQ-2190,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,07-Nov-18,17423,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,07-Nov-18,17517/6755,Mohammed syed,Mohammed syed,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,07-Nov-18,17495,Dhanraj b katte,Dhanraj b katte,l-3060,EPSON,REPAIR,12:00 PM,1:00pm,PARTS WAITING,PRINT HEAD,,,,,,,,,,,
SHIJO,07-Nov-18,17433,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,07-Nov-18,17498,Dar Al Taqa Technical Contracting LLC,Dar Al Taqa Technical Contracting LLC,L220,EPSON,REPAIR,02:00 PM,05:00 PM,PARTS WAITING,"TRAY POROUS PAD ISSUE, CUST. WANTS TO REPLACE",,,,,,,,,,,
SHIJO,08-Nov-18,17201,Bee Sweet,Bee Sweet,L355,EPSON,REPAIR,08:00 AM,09:00 AM,Pending,"ink leaking from tank area, nogood quality printing",,,,,,,,,,,
SHIJO,08-Nov-18,5088/5152,Sasha Computers LLC,Sasha Computers LLC,L382,EPSON,REPAIR,09:00 AM,10:00am,collected,connecting issue,,,,,,,,,,,
SHIJO,08-Nov-18,5098,Cash customer,Cash customer,L365,EPSON,REPAIR,10:00 AM,12:00pm,Completed,Wifi not connected properly,,,,,,,,,,,
SHIJO,08-Nov-18,5103,Al sayegh Group,Al sayegh Group,LQ 690,EPSON,REPAIR,12:00pm,02:00 PM,Completed,Alignment issue,,,,,,,,,,,
SHIJO,08-Nov-18,5104/ 5107,Bright Apollo,Bright Apollo,L365,EPSON,REPAIR,02:00 PM,05:00 PM,Completed,Not working,,,,,,,,,,,
SHIJO,11-Nov-18,5058,Cash customer,Cash customer,stylus photo T50,EPSON,REPAIR,8:00AM,10:00 AM,COMPLETED,Printing problem. Lines on the paper,,,,,,,,,,,
SHIJO,11-Nov-18,5994,SATYA,SATYA,L365,EPSON,REPAIR,10.00AM,10.20AM,ABNORMAL PRINTING,line- while printing,,,,,,,,,,,
SHIJO,11-Nov-18,6080,Shirts corner,Shirts corner,L365,EPSON,REPAIR,10:20 AM,11:25 AM,COMPLETED,head issue,,,,,,,,,,,
SHIJO,11-Nov-18,5061,Hyundai Mobis,Hyundai Mobis,LW-900P,EPSON,REPAIR,11:25am,01:00 PM,completed,internet explorer 11 not printing,,,,,,,,,,,
SHIJO,11-Nov-18,5062,Red Rose electronics,Red Rose electronics,L386,EPSON,REPAIR,01:00 PM,02:00 PM,completed,Paper jam,,,,,,,,,,,
SHIJO,11-Nov-18,5079,ARCWELD,ARCWELD,L355,EPSON,REPAIR,02:00 PM,04:00 PM,collected,porous pad problem,,,,,,,,,,,
SHIJO,11-Nov-18,5085,Netcare computer,Netcare computer,L382,EPSON,REPAIR,04:00 PM,05:00 PM,completed,While printing blank ,,,,,,,,,,,
SHIJO,12-Nov-18,5513,3DB ENTERTAINMENT & PARTIES EVENTS,3DB ENTERTAINMENT & PARTIES EVENTS,L1455,EPSON,REPAIR,08:00 AM,09:20 AM,completed,print quality not good,,,,,,,,,,,
SHIJO,12-Nov-18,5515,Cash customer,Cash customer,L355,EPSON,REPAIR,09:20 AM,10:30AM,completed,paper jam error,,,,,,,,,,,
SHIJO,12-Nov-18,5523,Cash customer,Cash customer,L386,EPSON,REPAIR,10:30 AM,12:30 PM,completed,paper jam,,,,,,,,,,,
